text_a	text_b	damsl_labels	labels
Okay perhaps you can share that with  the children in your group	Me and Milin got nine Jamie got eight	sd	3.0
Now where are the five for Paul	Right here	sd	3.0
Okay now how many more does David have	Eight	aa	3.0
Now count the ones that remain	One two three four five six seven eight nine	sd	0.0
Okay it s nice to  use	There are 11  men in the room	sd	0.0
There are 11  men in the room	There are 6 women in the room	sd	0.0
There are 6 women in the room	How  many fewer women are in the room	sd	0.0
How  many fewer women are in the room	Why do you like using the	sd	0.0
Why do you like using the	I like it	sd	0.0
Okay have you gone on to the second problem yet	Yes	b	0.0
You can go on  after you do the problem you can go on to the third one  before	It s five	sd	3.0
It s five	It s one two three four five six	sd	1.0
It s one two three four five six	One two three four five six women	sd	4.0
One two three four five six women	And then you go from  here one two three four  five	sd	4.0
Tennis balls	balls	sd	0.0
balls	Jim has 1 fewer tennis ball than Don	sd	0.0
Jim has 1 fewer tennis ball than Don	How many  tennis balls does Don have	sd	0.0
Okay so Jim has three has  tennis balls and Don has how many more	Fewer	sd	3.0
Fewer	It s two	sd	3.0
You think that s two	Yeah	b	0.0
Yeah	Yeah	b	1.0
Yeah	It s one fewer	sd	3.0
You think it s two	Yeah	b	0.0
Jim has one fewer  Think	Jim has one fewer	sd	0.0
Jim has one fewer than Don	Fewer fewer fewer fewer fewer	sd	0.0
Fewer fewer fewer fewer fewer	Four	sd	3.0
Four	One	aa	1.0
Let s  see if Jim has three does he have one fewer than Don	Yeah	b	0.0
What did you have to  do with the three and one to get that answer	Um I put three	sd	3.0
You have to add it	I took three and put one more	sd	4.0
I took three and put one more	So I added	sd	4.0
And now does Jim have one fewer than Don if Don  has four	Yes	b	0.0
Okay		b	0.0
	Dad has 3 chickens	sd	0.0
Dad has 3 chickens	If Grandpa sells 3 chickens he will  have as many as Dad	sd	0.0
If Grandpa sells 3 chickens he will  have as many as Dad	How many chickens does Grandpa  have	sd	0.0
How many chickens does Grandpa  have	He sells three he will have as many  as Dad	sd	4.0
He sells three he will have as many  as Dad	So he must have six	sd	4.0
So he must have six	Okay	b	0.0
Okay	But Dad has	sd	0.0
But Dad has	Dad has three	sd	3.0
Dad has three	Yeah	b	1.0
Yeah	So if Grandpa had six and you take away three it would  equal	sd	3.0
So if Grandpa had six and you take away three it would  equal	Three	sd	3.0
Three	Three	sd	1.0
Three	That means six	sd	4.0
That means six	It s six	sd	4.0
It s six	So that means three plus three equals six	sd	4.0
So that means three plus three equals six	I don t do it that way	sd	1.0
I don t do it that way	Okay we have  it s the last page	sd	0.0
Okay we have  it s the last page	We re on our last page	sd	0.0
We re on our last page	Eric washed 5 dishes	sd	0.0
Eric washed 5 dishes	Eric washed 3 more dishes than	sd	0.0
Eric washed 3 more dishes than	Cathy	sd	0.0
Cathy	Cathy	sd	0.0
Cathy	Catherine	sd	0.0
Catherine	How many dishes did Catherine wash	sd	0.0
How many dishes did Catherine wash	Did Catherine wash	sd	0.0
Did Catherine wash	If he did three more than her than she  must have washed two	sd	4.0
If he did three more than her than she  must have washed two	Yeah	b	1.0
Yeah	Yeah	b	1.0
Yeah	He washed two	sd	3.0
He washed two	Five minus three equals two	sd	4.0
Five minus three equals two	The kangaroo jumps 6 times	sd	0.0
The kangaroo jumps 6 times	If the rabbit jumps 4 more  times he will have jumped as many times as the kangaroo	sd	0.0
If the rabbit jumps 4 more  times he will have jumped as many times as the kangaroo	How many times did the rabbit	sd	0.0
How many times did the rabbit	Already	sd	0.0
Already	Already jump	sd	0.0
Already jump	Ten	sd	3.0
Ten	Ten	sd	3.0
Ten	This six and four	sd	3.0
This six and four	Six plus four is ten	sd	4.0
Six plus four is ten	Let s check	sd	0.0
Let s check	One two three four five six	sd	0.0
One two three four five six	One two three four five six	sd	0.0
One two three four five six	One two three four	sd	0.0
One two three four	One two three  four five six seven eight nine ten eleven	sd	0.0
One two three  four five six seven eight nine ten eleven	Eleven	sd	1.0
Eleven	Eleven	sd	1.0
Eleven	See one two three four	sd	0.0
See one two three four	No	b	1.0
No	One two three four five six seven eight nine ten	sd	0.0
One two three four five six seven eight nine ten	Yeah	b	0.0
Yeah	Is it minus	sd	3.0
Is it minus	Plus	sd	1.0
Plus	Six plus four equals ten	sd	4.0
Are you done	That was pretty fun Jamie	sd	0.0
That was pretty fun Jamie	T we re all done	sd	0.0
Um how about if we go  to	The second one and the first	sd	0.0
We did three together perhaps you can tell me what you did  on four	Dad has 3 chickens	sd	0.0
Dad has 3 chickens	If Grandpa sells 3 chickens he will  have as many as Dad	sd	0.0
If Grandpa sells 3 chickens he will  have as many as Dad	How many chickens does Grandpa  have	sd	0.0
How did you come up with that answer		b	0.0
Okay let s go on to the next one with Eric	Erick washed 5 dishes	sd	0.0
Erick washed 5 dishes	Eric washed 3 more dishes than	sd	0.0
Catherine did	Catherine did	sd	0.0
Catherine did	How many dishes did Catherine wash	sd	0.0
How many dishes did Catherine wash	We got two	sd	3.0
Could we take a look now at the  very last one	The kangaroo jumps 6 times	sd	0.0
The kangaroo jumps 6 times	If the rabbit jumps 4 more  times he will have jumped as many times as the kangaroo	sd	0.0
If the rabbit jumps 4 more  times he will have jumped as many times as the kangaroo	How many times did the rabbit already jump	sd	0.0
How many times did the rabbit already jump	Ten	sd	3.0
Ten	We got ten	sd	1.0
We got ten	We got ten	sd	1.0
How many times has the rabbit already jumped	Ten	sd	1.0
Ten	Ten	sd	1.0
Ten	Ten	sd	3.0
Ten	ne two three four five six	sd	0.0
ne two three four five six	One two  three four	sd	0.0
One two  three four	Maybe it s minus	sd	3.0
Maybe it s minus	It s minus	sd	1.0
It s minus	Six minus	sd	3.0
Six minus	So it would be two	sd	3.0
You changed your minds	Because we put a minus	sd	4.0
Okay and how did you do that	We we	sd	0.0
Okay see the problem a little different now	Yeah	b	0.0
Can you tell me how you did that	We just flipped it around	sd	3.0
We just flipped it around	It s  two	sd	3.0
So What does this look like	An H	sd	3.0
What does this now look like for you	A chain or a necklace or something	sd	3.0
suppose it stands up	A building	sd	3.0
A building	Like a tower	sd	3.0
If its stand what would you call it	A building	sd	3.0
Could that also be a ladder	Yes	b	0.0
So my question to you is that how many would that be if we had  rods how many would we need to build a ladder with 10 steps	Wow three steps	sd	3.0
Wow three steps	Ah I got an idea	sd	0.0
Ah I got an idea	I got it	sd	0.0
For ten	For ten	sd	0.0
You also have the same number	Thirtyfour	aa	3.0
Thirtyfour	Yeah	b	0.0
How do you	I counted how many rods it is and then I just multiplied by two because five times two is ten	sd	4.0
I counted how many rods it is and then I just multiplied by two because five times two is ten	It was seventeen rods so seventeen times two is thirtyfour	sd	4.0
You are so fast for me	OK I did five steps and then I counted how many rods that was	sd	4.0
OK I did five steps and then I counted how many rods that was	It was seventeen and since five is half of ten five times two is ten so I just multiplied the number of rods by two and I got thirtyfour for seventeen rods	sd	4.0
So how would you get for hundred then	Four hundred	b	0.0
Four hundred	Two sixtytwo	sd	3.0
Two sixtytwo	I got two hundred and sixtytwo	sd	3.0
I got two hundred and sixtytwo	There is an announcement over the PA system	sd	0.0
There is an announcement over the PA system	I got one thousand three hundred and sixty	sd	3.0
I got one thousand three hundred and sixty	I just do this by times eighty	sd	3.0
How many you got	Thirteen sixty	sd	3.0
We have to find a way to figure this out whether it is right or wrong	It is right	aa	3.0
It can t be that for a hundred	Look ten is thirtyfour and ten times ten is one hundred so thirtyfour times ten is three hundred and forty   let me write that   OK then three hundred and forty times four which would be three hundred forty equals one hundred rods so three hundred and forty times four would be one thousand three hundred and sixty	sd	4.0
What is that four	The hundreds	sd	3.0
The hundreds	I got a different one	sd	1.0
I got a different one	which is eighty so I had to multiply seventeen times eighty	sd	1.0
What is that thirtyfour comes from	That is thirtyfour rods you would use to make ten steps	sv	3.0
Then you are multiplying by	By ten because ten times ten is one hundred	sd	4.0
Yeah	So thirtyfour times ten is three hundred and forty	sd	4.0
Yeah	And for four hundred it would be three hundred and forty times four since three hundred and forty would be one hundred steps so one hundred times four is four hundred	sd	4.0
What is that four come from	The one hundred times four	sd	3.0
What is that four	The steps	sd	3.0
But I am asking for a hundred steps	What	ba	0.0
We are saying for a hundred right	You said four hundred	sd	3.0
I am sorry did you understand four hundred	Yeah	b	0.0
I am sorry I meant a hundred	Oh three hundred and forty	sd	3.0
Three hundred and forty	Yeah	b	0.0
So you re saying so how would you do for eight	For eight	aa	0.0
So why did you pick thirtyfour	Because um ten steps is thirtyfour	sd	4.0
How would you do for four how would you do for eight	For eight	aa	0.0
Using the same idea	What	ba	0.0
What	Eight what	aa	2.0
A ladder with eight steps	One two three four five six seven eight	sd	0.0
One two three four five six seven eight	Ah here I go	sd	0.0
Ah here I go	One two three four five six seven eight nine ten eleven twelve thirteen fourteen fifteen sixteen seventeen eighteen nineteen twenty twentyone twentytwo twentythree twenty four twentyfive twentysix	sd	0.0
One two three four five six seven eight nine ten eleven twelve thirteen fourteen fifteen sixteen seventeen eighteen nineteen twenty twentyone twentytwo twentythree twenty four twentyfive twentysix	Ahh	aa	0.0
Ahh	One two three four five six seven eight	sd	0.0
One two three four five six seven eight	How the heck	sd	0.0
How the heck	Any questions	sd	0.0
So how many did you find	Because the four steps  One two three four	sd	0.0
Because the four steps  One two three four	One two three four	sd	0.0
One two three four	Take this whole thing off right	sd	3.0
Take this whole thing off right	Do you know an easier way	sd	0.0
Do you know an easier way	You have four steps right	sd	3.0
You have four steps right	One two three four	sd	0.0
One two three four	Now one two three four five six seven eight nine ten eleven twelve thirteen fourteen	sd	0.0
How many is that	So the rods   you multiply by two	sd	3.0
So the rods   you multiply by two	But when you add four more you add three more steps for each one	sd	4.0
But when you add four more you add three more steps for each one	So for another step that s three blocks for another step there that s three blocks and that equals twelve so fourteen plus twelve is twenty six	sd	4.0
So for another step that s three blocks for another step there that s three blocks and that equals twelve so fourteen plus twelve is twenty six	Nice	aa	0.0
Nice	So these two must be wrong	sd	3.0
So these two must be wrong	Which one	aa	2.0
Which one	Oh the ten one	sd	2.0
Oh the ten one	Then you d have to multiply that by thirty	sd	4.0
Then you d have to multiply that by thirty	Yeah I had to multiply that by thirty and then divide it by five which is that six and then seventeen times six	sd	4.0
Yeah I had to multiply that by thirty and then divide it by five which is that six and then seventeen times six	And that s how you get the answer	sd	0.0
