text_a	text_b	labels
Okay	Do you need another overhead	0.0
Do you need another overhead	Need another  overhead	0.0
Need another  overhead	No not really	0.0
No not really	Cross that out	0.0
Cross that out	And that out	0.0
And that out	No I s  not	1.0
No I s  not	This is the right surface area	3.0
This is the right surface area	That s the wrong surface  area	3.0
That s the wrong surface  area	Oh one cube of one rod	3.0
Oh one cube of one rod	Okay	0.0
Okay	No that s right	3.0
No that s right	No it s not	1.0
No it s not	That s volume	3.0
That s volume	I made a mistake	3.0
Do you need another  pen	Do you want it neater	0.0
We re gonna share it  so whatever you feel comfortable with	What d you do	1.0
What d you do	I don t know	0.0
I don t know	You need another sheet	0.0
You need another sheet	I don t want to do this	0.0
I don t want to do this	I don t see how that got on there	0.0
Victoria	Like they find out clues in mysteries	0.0
KaLon	They look for something that describes a crime	0.0
Dangelo	Labels	3.0
Labels words what do we call all those things	Evidence	3.0
Shivani	Pictures	3.0
What else might we see Diamond	Number sentences	3.0
We might see some number sentences	Regular numbers	3.0
Regular numbers or an	words	3.0
This is math so youre going to see a what	Um aa	0.0
Theres a problem so theres going to be a	Answer	3.0
Answer	Answer	1.0
Lets read	63 second graders are going on the field trip	0.0
63 second graders are going on the field trip	19 parents will also go	0.0
19 parents will also go	How many people are going on the field trip	0.0
Read	The apple farm is 92 miles from the school	0.0
The apple farm is 92 miles from the school	They have traveled 58 miles so far	0.0
They have traveled 58 miles so far	How many more miles do they have to go	0.0
How many more miles do they have to go	Show how you know your answer is correct	0.0
Thats mine	No	0.0
Thats not right	No	0.0
So we want to make sure that we treat our work with what	Respect	0.0
What did they do	Word pictures and models	3.0
5 4	I see drawings	3.0
Jaedon	Um words	3.0
Where do you see words	At the bottom	3.0
Iyanna	I noticed they used base 10 blocks	3.0
Is that pictures numbers or is that words	pictures	3.0
Chaniya	I see words I see numbers	3.0
Where do you see numbers	Show how you know your answer is correct	0.0
Youre looking at what do you think this is	The answer	3.0
Nia	They have a number sentence	3.0
Lets go a little bit deeper okay	Ms Lewis	0.0
Ms Lewis	I just noticed something	0.0
KaLon	I noticed that they was making the number model but they forgot the plus	3.0
You noticed that they were making a number model but they forgot the	Plus	3.0
Plus	It says 10 Its supposed to be 10 plus 10 plus 10 plus 10 plus 10 plus 10 plus 3 plus 3 plus 10	4.0
It says 10 Its supposed to be 10 plus 10 plus 10 plus 10 plus 10 plus 10 plus 3 plus 3 plus 10	I mean 10 plus 10 plus 10 plus 10 plus 10 plus 3 plus 10 plus 9 equals 82	4.0
How many did you find	Sixteen	3.0
You think that might be	Yes	0.0
Yes	No	1.0
And maybe even nineteen	Yeah	0.0
Okay how did you decide there were just sixteen	Well if you got seventeen you must have  some of the patterns that you already have	4.0
Did anybody else think that if you had seventeen  there must be another one	Yes	0.0
Yes	There must have been one	3.0
And	Because there could be like switched around	4.0
And why do you think they have been switched by the other  way around	It just was  there	0.0
And did you  do that Stephanie	Yeah well we have something here that we have like a  pattern red blue red blue and then we have a pattern thats  like blue red blue red	3.0
Can  you show me one that would be switched to be the opposites  of each other	We put blue red blue red and red blue red blue	3.0
We put blue red blue red and red blue red blue	And all blue  and all red	3.0
Okay these two here are these the ones you are talking  about	No these two	0.0
No these two	This one and this one are complete opposites	3.0
How are they totally opposite	Because this color and this color is different from this color  and this color and this color and this color and this color	4.0
Okay were there any other patterns that you used that are opposites	2 Red and blue	3.0
Or did you think  there might be seventeen	First we thought there might be seventeen because we made  one more that was seventeenth but when we were checking  it was the same as another that we had	4.0
First we thought there might be seventeen because we made  one more that was seventeenth but when we were checking  it was the same as another that we had	So we gave up at  sixteen	0.0
Could have there been nineteen	Its possible	3.0
Its possible	Maybe	0.0
Oh could you find one	No	0.0
Okay so you really think that sixteen is right	Yeah	0.0
Does anybody else what an even number is and  what an odd number is	Even number is when you have two numbers that are the  same and that if you have two friends and you  have four piece of candy you can each have two	4.0
Even number is when you have two numbers that are the  same and that if you have two friends and you  have four piece of candy you can each have two	And odd is  if you have two friends and three candies it wouldnt be  fair	4.0
How  did you	Well you just think of patterns and like opposites so like	3.0
So does it always happen in opposites	Well if you didnt have opposites we only have eight	4.0
If you didnt  have opposites you would have only had eight	Yeah	0.0
What do you think	There would be more towers	3.0
How many do you think there would be	Nineteen	3.0
What do you think Brian	Because there are fewer numbers of blocks	4.0
So you think there would be more than sixteen or fewer than  sixteen	More	3.0
What do you think	I think it would be less towers	3.0
Why	Well because if you have sixteen now you wont get and you would need more because	4.0
Or do you think there would be  more	Uhm  Exactly the same	3.0
What do you think	I think higher	3.0
Why	Because if you get and you start making with  that one and that one you keep on and you could  make more than sixteen	4.0
But because there are more blocks you think  there might be more towers	I think there might be less	3.0
Why	Because three is less than four	4.0
Because three is less than four	You would have the same  kind of patterns so there might be less than sixteen	4.0
You think there would be fewer patterns if you had only  three	But at the same kind of patterns but fewer numbers	3.0
Why do you think the same kind of patterns	Because same kind of patterns we have there at four but	4.0
What do you mean by the same kind of patterns	Because well there are four here	4.0
Because well there are four here	Because these are all red  and if you take one away and its the same pattern and it  only has three blocks	4.0
Stephanie and Dana what would be one  that is different from what Jamie has	Well this one	3.0
What does it look like	Well lets see	0.0
Well lets see	Its got red blue and red	3.0
Can you come up with one that is different from these	Like that	0.0
What about you	Blue blue and red	3.0
You think itll be twenty one	I found more combinations	0.0
So you have to make a really  good guess because you are doing it for two people	I think the same	3.0
I think the same	Same as sixteen	3.0
Same as sixteen	You have four and you  take the top off and you have three	4.0
You have four and you  take the top off and you have three	If you try to make some  three you would get the same	4.0
Okay Brian and Jeff	We think its the same	3.0
Okay what do you think	Well we think its the same	3.0
Do you remember what we talked about	If they would tell them how much people can fit in like three  of these	3.0
But there were just three what  was	It was like how many people can fit inside	3.0
It was like how many people can fit inside	I know	0.0
I know	The question was if you have  if there  would be more same or less	3.0
Okay the question was if there is a tower instead of four  blocks there are three blocks in it  how many  towers are there	There would be sixteen	3.0
Dana and Stephanie	We think its the same	3.0
Why	Well because you are just taking one away from here its  not like its going to change the whole thing	4.0
Well because you are just taking one away from here its  not like its going to change the whole thing	Its gonna be  one less	4.0
Okay what about the	Five	3.0
What do you think	Same	3.0
So what about you	We think its more	3.0
We think its more	We think its the same	1.0
We think its the same	I know but I think its two hundred	3.0
Oh so its a lot more	I think its the same	3.0
What do you think	Less	3.0
How many do you think youll have	7 Fourteen	3.0
7 Fourteen	Oh fourteen	1.0
What do you think	About twenty	3.0
Hello whats your name	Michelle	0.0
And your name is	Erin	0.0
Michelle was working with other	when Erin was gone	0.0
What do you think Michelle	More	3.0
Michelle and Erin do you agree	Yeah	1.0
Tell me your name again	Mathew	0.0
Mathew	We said not the same	0.0
Did you change your mind from the same	Yeah	0.0
How do we  figure that out	each pattern	3.0
And then	And then count up how many you have	3.0
Okay can everybody put their cards next to here and see if	Dont forget the top	0.0
Dont forget the top	The top	0.0
The top	No	0.0
Just like before	Wait we have them	0.0
You add two of the same and	No no take one off from the top of this	3.0
No no take one off from the top of this	No you cant	1.0
No you cant	They are the same	3.0
They are the same	Oh yeah yeah	0.0
Oh yeah yeah	Put that one on the bottom and that one on the top	3.0
Put that one on the bottom and that one on the top	No up  here	0.0
No up  here	Great we have them like this	0.0
Great we have them like this	Yeah	0.0
Yeah	A blue one	0.0
A blue one	Two blue on the bottom and one red on top	3.0
Two blue on the bottom and one red on top	Uh oh	0.0
Uh oh	Oh no	0.0
Oh no	Uh oh gotcha gotcha	0.0
Uh oh gotcha gotcha	Take one away	3.0
Take one away	Make a match make a match	0.0
Make a match make a match	A match	0.0
A match	Where	2.0
Where	Those two and this one	3.0
Those two and this one	This wont match	1.0
This wont match	No blue on top	1.0
No blue on top	They are all blue and we wont have any  blue	3.0
They are all blue and we wont have any  blue	Then red on top	3.0
Then red on top	No Brian then we will have another one	1.0
No Brian then we will have another one	Put that on the bottom	3.0
How is it going	Very good	0.0
Very good	Yeah	0.0
Yeah	We got  blues are on the bottom and reds are on top	3.0
We got  blues are on the bottom and reds are on top	Well we are putting them back together	0.0
